DEPTH_MD,GROUP,FORMATION,RMED,RDEP,RHOB,GR,NPHI,PEF,DTC,DTS,ROPA
1658.576,HORDALAND GP.,Skade Fm.,0.6630054116,0.6511012316,2.2074177265,118.96642303,0.4340522587,6.0884299278,145.4584198,349.30337524,153.89079285
1658.728,HORDALAND GP.,Skade Fm.,0.6506879926,0.6401831508,2.1999862194,115.771698,0.4319067001,5.6032896042,145.80180359,344.15075684,160.12823486
1658.88,HORDALAND GP.,Skade Fm.,0.6535060406,0.6371999979,2.1846911907,118.44731903,0.4323187172,4.7280044556,145.77575684,335.35809326,166.36569214
1659.032,HORDALAND GP.,Skade Fm.,0.6818299294,0.6505154967,2.1902666092,119.32154083,0.4325284064,4.2982702255,145.64328003,331.57510376,172.36959839
1659.184,HORDALAND GP.,Skade Fm.,0.711247921,0.6788429022,2.2004213333,120.05523682,0.4275774956,4.1589713097,145.29141235,338.48226929,177.49775696
1659.336,HORDALAND GP.,Skade Fm.,0.7302072644,0.709505558,2.1880793571,121.40743256,0.4048345089,4.5954642296,145.00117493,346.61849976,182.62590027
1659.488,HORDALAND GP.,Skade Fm.,0.7360041738,0.7240082622,2.1821000576,125.2026062,0.3987374604,4.785900116,145.19885254,348.49786377,187.75405884
1659.64,HORDALAND GP.,Skade Fm.,0.7429230809,0.7321878672,2.1799118519,123.91519165,0.4054878354,5.1324934959,145.62573242,346.76065063,192.88220215
1659.792,HORDALAND GP.,Skade Fm.,0.7167764306,0.7123144865,2.1768205166,121.05383301,0.4139459133,5.6221752167,145.8221283,345.73257446,198.01036072
1659.944,HORDALAND GP.,Skade Fm.,0.6975947618,0.6862977147,2.1758999825,123.59239197,0.4099851847,5.7677998543,145.62306213,347.94354248,203.13851929
1660.096,HORDALAND GP.,Skade Fm.,0.6874136329,0.6665018201,2.165643692,128.25537109,0.4157817662,6.1031274796,144.5509491,350.13995361,199.41986084
1660.248,HORDALAND GP.,Skade Fm.,0.6771394014,0.6610000134,2.1612000465,121.42854309,0.4252701998,6.2480998039,141.10806274,352.20663452,190.55836487
1660.4,HORDALAND GP.,Skade Fm.,0.6740000248,0.6602383852,2.1612000465,119.06806946,0.4218454063,6.2480998039,138.10902405,353.63470459,181.69688416
1660.552,HORDALAND GP.,Skade Fm.,0.6740000248,0.6599000096,2.1808619499,122.90182495,0.4123700857,6.4959135056,137.28309631,351.85531616,172.83538818
1660.704,HORDALAND GP.,Skade Fm.,0.6794966459,0.6599000096,2.1915550232,120.39905548,0.4042842984,6.59430933,137.96382141,346.33999634,163.97389221
1660.856,HORDALAND GP.,Skade Fm.,0.6819999814,0.6602422595,2.2093775272,116.25231934,0.40200001,6.4708099365,138.76078796,342.11837769,155.11239624
1661.008,HORDALAND GP.,Skade Fm.,0.6753867865,0.6603999734,2.211609602,115.93508911,0.420476079,6.2884740829,138.94822693,342.55645752,147.00062561
1661.16,HORDALAND GP.,Skade Fm.,0.6725037694,0.657750845,2.2062151432,119.11221313,0.4064126313,6.184817791,138.86787415,346.49267578,152.38388062
1661.312,HORDALAND GP.,Skade Fm.,0.6738185883,0.6544690132,2.2046971321,122.40266418,0.4176349938,6.1670794487,139.36505127,348.99136353,157.76715088
1661.464,HORDALAND GP.,Skade Fm.,0.6800633669,0.6564664841,2.1980602741,123.950737,0.4287742078,5.6121387482,141.32624817,351.28277588,163.15040588
1661.616,HORDALAND GP.,Skade Fm.,0.6946889758,0.6683112383,2.195638895,120.43356323,0.4233234525,5.3195781708,143.39341736,352.8946228,168.53366089
1661.768,HORDALAND GP.,Skade Fm.,0.7057174444,0.680958569,2.2009499073,119.43267822,0.403978169,5.2790875435,144.31581116,353.43386841,173.91691589
1661.92,HORDALAND GP.,Skade Fm.,0.7055011988,0.6893646121,2.2112631798,121.48363495,0.3967329264,5.249566555,144.10105896,351.67861938,179.3001709
1662.072,HORDALAND GP.,Skade Fm.,0.7065552473,0.6903064251,2.2079005241,120.58509827,0.4029068947,5.2125492096,143.33273315,347.85241699,177.41653442
1662.224,HORDALAND GP.,Skade Fm.,0.7084610462,0.6900627613,2.189260006,120.85767365,0.4080476165,5.2627835274,142.74142456,344.90762329,167.45857239
1662.376,HORDALAND GP.,Skade Fm.,0.7093266249,0.6903658509,2.1844966412,122.57854462,0.4095291495,5.9522576332,141.78689575,344.15200806,157.50061035
1662.528,HORDALAND GP.,Skade Fm.,0.7105836272,0.6926295161,2.1860001087,124.56253052,0.4057655036,6.2920999527,140.57148743,345.39047241,147.54266357
1662.68,HORDALAND GP.,Skade Fm.,0.7113611698,0.6921675205,2.1935091019,125.12025452,0.4036999941,6.3507227898,137.69093323,347.94580078,137.58470154
1662.832,HORDALAND GP.,Skade Fm.,0.7077274323,0.6872673035,2.1974999905,124.51331329,0.3968053758,6.3818001747,135.37928772,349.27325439,127.62673187
1662.984,HORDALAND GP.,Skade Fm.,0.7002596259,0.6827684641,2.1952331066,123.72426605,0.3930999935,6.5714907646,135.26351929,348.22640991,117.66877747
1663.136,HORDALAND GP.,Skade Fm.,0.6900746226,0.6753713489,2.1910324097,122.65434265,0.4012285173,6.9617228508,136.52629089,344.849823,116.60666656
1663.288,HORDALAND GP.,Skade Fm.,0.6835928559,0.6665356755,2.1870212555,121.61752319,0.4065357149,7.3658790588,137.20507813,342.91238403,116.59112549
1663.44,HORDALAND GP.,Skade Fm.,0.6804077625,0.6595954299,2.202470541,120.68371582,0.4121207595,7.314160347,136.7931366,344.49969482,116.57559204
1663.592,HORDALAND GP.,Skade Fm.,0.6774235964,0.660141468,2.2118999958,119.13204956,0.4149999917,7.2083001137,136.17388916,345.09750366,116.56005096
1663.744,HORDALAND GP.,Skade Fm.,0.6778234839,0.6623347998,2.2115826607,117.74440765,0.4115721583,6.717376709,135.76843262,342.81362915,116.54451752
1663.896,HORDALAND GP.,Skade Fm.,0.6935575604,0.6628264189,2.2096297741,116.64948273,0.4095999897,6.3206562996,136.10055542,341.48776245,116.52897644
1664.048,HORDALAND GP.,Skade Fm.,0.7456968427,0.7006685734,2.203815937,117.74789429,0.4039346874,5.9429450035,136.06394958,338.49591064,118.46204376
1664.2,HORDALAND GP.,Skade Fm.,0.7454707623,0.7158784866,2.198805809,128.90896606,0.4005999863,5.6822900772,136.61260986,339.11413574,124.61708832
1664.352,HORDALAND GP.,Skade Fm.,0.7226099968,0.6935991645,2.1958146095,119.88260651,0.4148934186,5.5734705925,138.24147034,344.88256836,130.77212524
1664.504,HORDALAND GP.,Skade Fm.,0.7110758424,0.6828864813,2.2566502094,115.98825836,0.4156677127,5.3634066582,139.55841064,350.13424683,136.9271698
1664.656,HORDALAND GP.,Skade Fm.,0.706799984,0.6843614578,2.3493783474,120.83895874,0.3960474432,5.2212486267,139.38484192,351.72909546,143.08221436
1664.808,HORDALAND GP.,Skade Fm.,0.7028557062,0.685199976,2.3918049335,124.04754639,0.3955897689,4.9641633034,137.61076355,351.7489624,149.23724365
1664.96,HORDALAND GP.,Skade Fm.,0.6957370043,0.685199976,2.3417580128,125.39710236,0.4108167589,4.6895394325,135.6300354,351.7711792,155.39228821
1665.112,HORDALAND GP.,Skade Fm.,0.6881565452,0.6724915504,2.2674305439,120.76799011,0.4155336618,4.6608710289,134.6746521,347.58450317,153.99716187
1665.264,HORDALAND GP.,Skade Fm.,0.6801516414,0.659899056,2.2022781372,118.99277496,0.4197092056,4.9194407463,134.60684204,332.15487671,149.9055481
1665.416,HORDALAND GP.,Skade Fm.,0.6712067723,0.6526997685,2.1802551746,121.4320755,0.4297834635,6.4303951263,134.78184509,312.69210815,145.81391907
1665.568,HORDALAND GP.,Skade Fm.,0.6689481735,0.6515291929,2.1985697746,121.32500458,0.4283469021,8.2066917419,134.9568634,308.2824707,141.7223053
1665.72,HORDALAND GP.,Skade Fm.,0.693746686,0.662150681,2.2111625671,124.71035004,0.4186734557,8.6376123428,135.51919556,321.38967896,137.63069153
1665.872,HORDALAND GP.,Skade Fm.,0.7565505505,0.6827347279,2.2154707909,125.82020569,0.3978140652,8.402630806,135.9858551,333.31378174,133.5390625
1666.024,HORDALAND GP.,Skade Fm.,0.7792886496,0.8058952093,2.2197813988,120.00748444,0.3864000142,7.9431862831,135.69573975,341.27056885,129.25642395
1666.176,HORDALAND GP.,Skade Fm.,0.7722330093,0.8195537329,2.2215185165,116.15763855,0.3836139441,7.2017436028,135.33076477,346.41864014,123.95500946
1666.328,HORDALAND GP.,Skade Fm.,0.7337956429,0.736130476,2.2590093613,117.60943604,0.3817000091,6.8668355942,135.52178955,348.4067688,118.65358734
1666.48,HORDALAND GP.,Skade Fm.,0.7075999975,0.6913909912,2.3014624119,116.19307709,0.3876381814,6.8679585457,136.80947876,349.84579468,113.35217285
1666.632,HORDALAND GP.,Skade Fm.,0.7033807039,0.6794000268,2.3067882061,112.41665649,0.4001799822,6.7289323807,137.8445282,350.13345337,108.05075073
1666.784,HORDALAND GP.,Skade Fm.,0.6961419582,0.6729254723,2.2738189697,112.65872192,0.4061000049,6.3279905319,137.40188599,348.05938721,102.74933624
1666.936,HORDALAND GP.,Skade Fm.,0.6930999756,0.661912322,2.2427151203,126.31958008,0.4040094912,5.9352960587,136.10540771,345.79971313,97.447921753
1667.088,HORDALAND GP.,Skade Fm.,0.6797486544,0.6572999954,2.2274861336,132.3132782,0.4025000036,5.7281146049,135.62979126,345.34411621,95.670982361
1667.24,HORDALAND GP.,Skade Fm.,0.6700000167,0.6690378189,2.212621212,129.79614258,0.4025000036,5.5807628632,135.97401428,347.13809204,96.448867798
1667.392,HORDALAND GP.,Skade Fm.,0.6828850508,0.6776999831,2.2125148773,129.31726074,0.4076540172,5.5988388062,137.71466064,343.60165405,97.226745605
1667.544,HORDALAND GP.,Skade Fm.,0.7053265572,0.6776999831,2.2236998081,127.098526,0.4166306555,5.6960577965,139.84016418,336.83950806,98.004631042
1667.696,HORDALAND GP.,Skade Fm.,0.7163048983,0.6930186749,2.232555151,124.72999573,0.4152235389,5.7215328217,138.85185242,334.01391602,98.782516479
1667.848,HORDALAND GP.,Skade Fm.,0.7202367187,0.7039658427,2.2287971973,123.76875305,0.4075290859,5.7703070641,138.34295654,332.63131714,99.560401917
1668.0,HORDALAND GP.,Skade Fm.,0.7170481682,0.6973298788,2.223400116,122.38732147,0.4147045016,5.8083000183,137.85762024,336.39944458,100.33828735
1668.152,HORDALAND GP.,Skade Fm.,0.7094992995,0.6946139932,2.2344210148,126.12626648,0.4225000143,6.1754875183,136.23168945,344.18682861,100.61196899
1668.304,HORDALAND GP.,Skade Fm.,0.7060648799,0.6960330009,2.2430999279,136.39582825,0.4277890325,6.4650998116,135.18525696,349.12030029,100.88565063
1668.456,HORDALAND GP.,Skade Fm.,0.7086139321,0.6944592595,2.2404954433,127.06047821,0.4320000112,6.4981617928,135.0171051,348.51693726,101.15933228
1668.608,HORDALAND GP.,Skade Fm.,0.7112551928,0.6924170256,2.2363581657,117.14125061,0.4158301651,6.5511465073,135.42303467,346.77209473,101.43300629
1668.76,HORDALAND GP.,Skade Fm.,0.7175605893,0.6979056597,2.2346999645,126.99020386,0.3918812275,6.5725998878,136.3245697,345.99487305,101.70668793
1668.912,HORDALAND GP.,Skade Fm.,0.7251048684,0.7072631717,2.2277040482,129.72685242,0.388192296,6.3849630356,137.05770874,347.17489624,101.98036957
1669.064,HORDALAND GP.,Skade Fm.,0.7440142035,0.7100929618,2.2237491608,126.62350464,0.4015825689,6.2484049797,136.86505127,348.51599121,101.03808594
1669.216,HORDALAND GP.,Skade Fm.,0.7749785781,0.7288224101,2.2278978825,127.75991058,0.416290313,6.2922124863,136.21183777,347.61206055,98.423858643
1669.368,HORDALAND GP.,Skade Fm.,0.7889307141,0.7631877661,2.2392554283,124.69523621,0.4161066115,6.4157938957,136.10176086,344.33602905,95.809631348
1669.52,HORDALAND GP.,Skade Fm.,0.7886999846,0.7771529555,2.2482254505,117.65763092,0.4061374068,6.4933333397,136.05812073,338.04586792,93.195396423
1669.672,HORDALAND GP.,Skade Fm.,0.789819777,0.7759000063,2.2576787472,116.02449799,0.3912217915,6.3583989143,135.90019226,332.78308105,90.581169128
1669.824,HORDALAND GP.,Skade Fm.,0.7920203805,0.7820020914,2.2693448067,115.50911713,0.3876959682,5.9474172592,136.65818787,334.67230225,87.966934204
1669.976,HORDALAND GP.,Skade Fm.,0.8041866422,0.7926265597,2.265444994,113.04853821,0.4183409512,5.288371563,137.17979431,340.20950317,85.352706909
1670.128,HORDALAND GP.,Skade Fm.,0.8158860207,0.8059674501,2.2469909191,110.70040894,0.423612535,4.917069912,136.3528595,346.79708862,90.60597229
1670.28,HORDALAND GP.,Skade Fm.,0.8154094815,0.8053857088,2.2285559177,107.48814392,0.4059662819,4.8737668991,135.18304443,352.32711792,97.334388733
1670.432,HORDALAND GP.,Skade Fm.,0.8037762046,0.7860003114,2.2418913841,106.60169983,0.4098678529,5.130130291,134.59960938,353.50082397,104.06281281
1670.584,HORDALAND GP.,Skade Fm.,0.7943861485,0.7756138444,2.2670042515,112.87091827,0.3942521513,5.5555796623,134.50587463,352.07003784,110.79122925
1670.736,HORDALAND GP.,Skade Fm.,0.7930735946,0.7760000229,2.2531423569,118.95082855,0.3776821792,5.9187378883,134.51721191,347.61224365,117.51965332
1670.888,HORDALAND GP.,Skade Fm.,0.7919437885,0.7735404372,2.2412075996,119.5452652,0.3968485594,6.2468914986,134.52854919,341.94519043,124.24806976
1671.04,HORDALAND GP.,Skade Fm.,0.7913941741,0.7689570785,2.2541797161,116.2743454,0.4008266926,6.5097241402,134.53988647,332.71127319,128.44390869
1671.192,HORDALAND GP.,Skade Fm.,0.7909478545,0.7616275549,2.2476167679,112.73052216,0.3864052594,6.7314600945,134.55122375,324.22244263,125.54849243
1671.344,HORDALAND GP.,Skade Fm.,0.7907495499,0.7535733581,2.2242562771,111.36431885,0.3833000064,6.8913679123,134.56256104,324.1355896,122.65307617
1671.496,HORDALAND GP.,Skade Fm.,0.7728363276,0.7482917309,2.2137999535,110.79949188,0.3776297867,6.9629001617,134.57389832,327.70422363,119.75765991
1671.648,HORDALAND GP.,Skade Fm.,0.7452670932,0.7302274108,2.2188413143,113.13224792,0.3720000088,6.6154642105,134.5852356,327.91836548,116.86224365
1671.8,HORDALAND GP.,Skade Fm.,0.7281515002,0.7099317312,2.2239000797,116.54605865,0.3720000088,6.2662000656,134.59657288,324.7565918,113.96682739
1671.952,HORDALAND GP.,Skade Fm.,0.7181827426,0.6998198032,2.2257766724,122.82915497,0.3646914363,5.907371521,134.60791016,326.20855713,111.07141113
1672.104,HORDALAND GP.,Skade Fm.,0.7112759948,0.6905636787,2.227699995,129.68910217,0.3571999967,5.5390000343,134.61924744,333.22427368,107.08070374
1672.256,HORDALAND GP.,Skade Fm.,0.7075350285,0.688170135,2.227699995,134.18792725,0.3571999967,5.5390000343,134.63058472,338.9994812,102.58447266
1672.408,HORDALAND GP.,Skade Fm.,0.7096089125,0.6929008961,2.2288661003,134.12155151,0.3816866279,5.2697544098,134.641922,341.30874634,98.088249207
1672.56,HORDALAND GP.,Skade Fm.,0.7123079896,0.6991093159,2.2300999165,128.34115601,0.4075999856,4.9844999313,134.65325928,342.23907471,93.592018127
1672.712,HORDALAND GP.,Skade Fm.,0.7125428319,0.7026688457,2.2246217728,124.78406525,0.3993348479,4.8067836761,134.66459656,335.70147705,89.095794678
1672.864,HORDALAND GP.,Skade Fm.,0.703795433,0.6950823069,2.2132475376,120.25049591,0.3898260593,4.437754631,134.83998108,323.55926514,84.599571228
1673.016,HORDALAND GP.,Skade Fm.,0.706915319,0.6868988276,2.2066340446,117.62223053,0.4038972259,4.2405571938,136.27148438,326.80606079,82.771530151
1673.168,HORDALAND GP.,Skade Fm.,0.7213445306,0.696182251,2.1989474297,119.88515472,0.4395387173,4.1965150833,139.08590698,339.08709717,103.62308502
1673.32,HORDALAND GP.,Skade Fm.,0.7294672132,0.7125430703,2.1908707619,119.76850128,0.4536747336,4.1938257217,143.80964661,343.90985107,124.47463226
1673.472,HORDALAND GP.,Skade Fm.,0.7357856035,0.7200452685,2.1906871796,116.70681,0.4344440997,4.2698125839,146.8367157,346.146698,145.32618713
1673.624,HORDALAND GP.,Skade Fm.,0.7342234254,0.7181374431,2.1909000874,113.18070984,0.4100165069,4.3028998375,143.39135742,348.87805176,166.17773438
1673.776,HORDALAND GP.,Skade Fm.,0.732822597,0.7163838744,2.182716608,108.7571106,0.3965547979,4.2534255981,140.06732178,350.84567261,187.02929688
1673.928,HORDALAND GP.,Skade Fm.,0.7319943309,0.7159919143,2.1732919216,106.53297424,0.4027164876,4.2039756775,140.3787384,349.83023071,207.88084412
1674.08,HORDALAND GP.,Skade Fm.,0.7291606069,0.7139520049,2.174131155,115.02446747,0.4069149196,4.2863054276,140.25923157,349.58334351,226.24061584
1674.232,HORDALAND GP.,Skade Fm.,0.7276359797,0.7138082981,2.176954031,120.79343414,0.4032003284,4.494989872,139.25518799,350.28753662,242.35055542
1674.384,HORDALAND GP.,Skade Fm.,0.7417832613,0.7185519934,2.1809260845,118.58259583,0.4033551216,4.6775641441,138.71665955,349.65487671,258.46047974
1674.536,HORDALAND GP.,Skade Fm.,0.7675841451,0.7363833785,2.1829898357,120.37489319,0.4044610858,4.7427573204,140.76066589,346.24414063,274.57040405
1674.688,HORDALAND GP.,Skade Fm.,0.7826105356,0.7544733286,2.1734132767,122.56544495,0.4032643437,4.772321701,145.12083435,341.15130615,290.68035889
1674.84,HORDALAND GP.,Skade Fm.,0.7749407887,0.7483589053,2.1689946651,123.27427673,0.4025999904,5.0753755569,145.5178833,341.37722778,306.7902832
1674.992,HORDALAND GP.,Skade Fm.,0.7616000175,0.7388119102,2.1758949757,122.5455246,0.401540339,5.5084023476,141.97795105,346.98605347,322.90020752
1675.144,HORDALAND GP.,Skade Fm.,0.7589232326,0.7343999743,2.1920397282,120.46279907,0.4004632831,5.8036422729,140.73957825,351.47610474,293.90563965
1675.296,HORDALAND GP.,Skade Fm.,0.7555000186,0.7403761148,2.2134976387,122.96761322,0.4013234675,6.1844863892,142.24661255,353.63525391,262.40524292
1675.448,HORDALAND GP.,Skade Fm.,0.7600951791,0.7480999827,2.2052850723,126.36026001,0.3961476684,6.4859352112,145.00820923,352.66192627,230.90486145
1675.6,HORDALAND GP.,Skade Fm.,0.7660999894,0.7557269931,2.2065479755,126.55142212,0.4012547731,6.7212381363,145.32695007,352.74017334,199.40446472
1675.752,HORDALAND GP.,Skade Fm.,0.7744925618,0.7657999992,2.2142431736,123.01862335,0.4191276729,6.7265529633,142.16934204,353.87612915,167.90408325
1675.904,HORDALAND GP.,Skade Fm.,0.7859979272,0.7644806504,2.2039241791,124.02483368,0.4063276947,6.6198291779,139.20358276,353.23214722,136.40370178
1676.056,HORDALAND GP.,Skade Fm.,0.7877954841,0.7627000213,2.1901965141,129.41270447,0.3871999979,6.4618344307,136.56523132,351.49346924,115.54298401
1676.208,HORDALAND GP.,Skade Fm.,0.7896999717,0.7613971233,2.1866202354,124.57523346,0.3894275129,6.0658659935,135.68058777,350.36758423,112.92170715
1676.36,HORDALAND GP.,Skade Fm.,0.7835617661,0.7595999837,2.1932632923,123.38747406,0.3999744058,5.414899826,136.43688965,349.44259644,110.30043793
1676.512,HORDALAND GP.,Skade Fm.,0.7748340368,0.7597659826,2.2054741383,130.45288086,0.4132633209,5.2604999542,136.12150574,347.82562256,107.6791687
1676.664,HORDALAND GP.,Skade Fm.,0.7745175362,0.7598350644,2.198117733,131.66085815,0.4158983231,5.3062057495,135.20089722,345.56185913,105.05789185
1676.816,HORDALAND GP.,Skade Fm.,0.7746458054,0.757060051,2.1912999153,128.17715454,0.4111552238,5.3396000862,135.10342407,344.1807251,102.43662262
1676.968,HORDALAND GP.,Skade Fm.,0.7708085179,0.7511211634,2.1955320835,123.2114563,0.4048397839,5.821767807,135.76257324,338.896698,99.815353394
1677.12,HORDALAND GP.,Skade Fm.,0.760815084,0.7438746095,2.2016999722,117.92253876,0.3969889879,6.5247998238,136.7250824,328.91113281,98.711997986
1677.272,HORDALAND GP.,Skade Fm.,0.7573517561,0.7425633073,2.2010567188,117.6268692,0.3974161446,6.5121903419,136.86454773,326.92895508,98.013420105
1677.424,HORDALAND GP.,Skade Fm.,0.7783119678,0.7555499077,2.1995010376,112.23573303,0.4172847569,6.4809131622,136.16540527,335.90579224,97.314849854
1677.576,HORDALAND GP.,Skade Fm.,0.8136087656,0.8173177242,2.1986000538,104.44629669,0.4316999912,6.462100029,135.30506897,346.79238892,96.616271973
1677.728,HORDALAND GP.,Skade Fm.,0.8314527869,0.8904346228,2.2045502663,107.99011993,0.4334732294,6.4463915825,134.84809875,351.66726685,95.917701721
1677.88,HORDALAND GP.,Skade Fm.,0.8158681393,0.8427480459,2.219650507,114.34604645,0.4361999929,6.4065961838,134.76251221,354.45675659,95.21912384
1678.032,HORDALAND GP.,Skade Fm.,0.7783177495,0.7702274323,2.2317378521,112.62288666,0.4304466844,6.3718118668,134.95147705,355.2059021,97.645500183
1678.184,HORDALAND GP.,Skade Fm.,0.7666082978,0.7463809252,2.2382466793,113.98551941,0.4187740386,6.3528690338,135.1999054,354.03909302,111.79042053
1678.336,HORDALAND GP.,Skade Fm.,0.7547000051,0.7357268929,2.2490918636,118.18804169,0.3931283057,6.403567791,134.91456604,351.58267212,125.93534851
1678.488,HORDALAND GP.,Skade Fm.,0.746892333,0.7257999778,2.2623665333,119.8176651,0.3585999906,6.4043617249,134.04891968,348.66986084,140.08027649
1678.64,HORDALAND GP.,Skade Fm.,0.7342000008,0.7246278524,2.2480680943,122.02137756,0.3617382944,5.8407158852,133.79075623,346.12472534,154.22520447
1678.792,HORDALAND GP.,Skade Fm.,0.733786881,0.7215733528,2.2186579704,121.33274841,0.3735848069,4.9780907631,134.68200684,343.32388306,168.37013245
1678.944,HORDALAND GP.,Skade Fm.,0.7325780988,0.7196999788,2.2128543854,115.54328156,0.3967039883,4.6730303764,136.62385559,337.80517578,182.51506042
1679.096,HORDALAND GP.,Skade Fm.,0.7317000031,0.7181437016,2.205893755,111.33293915,0.423199147,4.7263870239,137.07919312,336.32250977,183.57659912
1679.248,HORDALAND GP.,Skade Fm.,0.7323991656,0.7154999971,2.1924464703,114.94312286,0.4305145144,5.0185394287,135.84848022,340.93609619,177.00616455
1679.4,HORDALAND GP.,Skade Fm.,0.7336000204,0.7186043859,2.1845390797,117.13796997,0.4259417653,5.3183546066,136.02438354,343.09429932,170.43572998
1679.552,HORDALAND GP.,Skade Fm.,0.7336000204,0.7239999771,2.189217329,117.9373703,0.4351359308,5.7124056816,136.37635803,343.47076416,163.86531067
1679.704,HORDALAND GP.,Skade Fm.,0.7357594967,0.7239999771,2.2052471638,120.44569397,0.4495514929,6.3618450165,136.79348755,343.35513306,157.2948761
1679.856,HORDALAND GP.,Skade Fm.,0.7417799234,0.7278595567,2.2034451962,120.47087097,0.4400488734,6.6479744911,137.58714294,345.14279175,150.72444153
1680.008,HORDALAND GP.,Skade Fm.,0.7500260472,0.7386651039,2.1818408966,120.40657043,0.4033508599,6.4807786942,138.63237,343.93572998,145.72688293
1680.16,HORDALAND GP.,Skade Fm.,0.7667014599,0.7493261695,2.1679000854,124.67471313,0.3795999885,6.3724999428,139.3028717,338.62142944,169.0411377
1680.312,HORDALAND GP.,Skade Fm.,0.7903746367,0.7626363635,2.1619970798,120.84780121,0.3824641109,6.2325534821,141.23268127,341.21832275,192.35539246
1680.464,HORDALAND GP.,Skade Fm.,0.8043000102,0.7700761557,2.1451399326,113.36492157,0.3876266479,5.8327403069,144.17776489,346.69491577,215.66964722
1680.616,HORDALAND GP.,Skade Fm.,0.7943937182,0.760800004,2.1424584389,110.32369232,0.386508882,5.5390987396,145.91213989,348.53900146,238.98390198
1680.768,HORDALAND GP.,Skade Fm.,0.7754999995,0.772169888,2.1925780773,112.99685669,0.3849317133,5.3349175453,145.28388977,340.16241455,262.29815674
1680.92,HORDALAND GP.,Skade Fm.,0.7848129869,0.7940999866,2.2523026466,120.77654266,0.3833099008,4.9834518433,143.33215332,321.26803589,285.61239624
1681.072,HORDALAND GP.,Skade Fm.,0.8015198112,0.7859928012,2.226845026,123.36929321,0.380400002,4.6795220375,141.64183044,304.9046936,291.14169312
1681.224,HORDALAND GP.,Skade Fm.,0.7859461904,0.7636897564,2.2005000114,125.08745575,0.380400002,4.3646998405,140.71284485,300.15618896,276.84616089
1681.376,HORDALAND GP.,Skade Fm.,0.7615607977,0.7458688617,2.1970567703,123.34559631,0.3912595212,4.3465771675,139.40089417,308.81802368,262.55062866
1681.528,HORDALAND GP.,Skade Fm.,0.7703312635,0.7324086428,2.1904942989,120.38131714,0.413199991,4.3673801422,137.61778259,335.33569336,248.25506592
1681.68,HORDALAND GP.,Skade Fm.,0.7743731141,0.732005477,2.1923749447,115.73758698,0.413199991,4.6392049789,135.73248291,353.44573975,233.95953369
1681.832,HORDALAND GP.,Skade Fm.,0.7476016879,0.7410079241,2.1961193085,111.62129211,0.4114221036,5.0097370148,135.54600525,351.92947388,219.66398621
1681.984,HORDALAND GP.,Skade Fm.,0.7368767858,0.7312251925,2.1997807026,107.4615097,0.4059374928,5.0509085655,135.15541077,348.09387207,205.36843872
1682.136,HORDALAND GP.,Skade Fm.,0.7408342957,0.7213861346,2.1957128048,108.22123718,0.4022000134,4.9164118767,134.89862061,342.91131592,195.74523926
1682.288,HORDALAND GP.,Skade Fm.,0.7600619793,0.7205188274,2.1730136871,107.36364746,0.3988595307,5.0637030602,135.2049408,339.63320923,186.67170715
1682.44,HORDALAND GP.,Skade Fm.,0.7712798715,0.727804482,2.1479001045,104.07355499,0.3916000128,5.3854789734,135.73312378,336.19210815,177.59819031
1682.592,HORDALAND GP.,Skade Fm.,0.7340209484,0.7457568645,2.1507349014,103.12692261,0.3976106644,5.4283928871,136.74034119,332.35366821,168.52467346
1682.744,HORDALAND GP.,Skade Fm.,0.7396829724,0.7332243919,2.1495289803,100.54551697,0.4104468226,5.0667328835,138.37780762,327.68258667,159.45115662
1682.896,HORDALAND GP.,Skade Fm.,0.7437439561,0.7277244329,2.1380999088,97.445762634,0.4038101435,4.3512997627,139.49282837,326.08956909,150.37762451
1683.048,HORDALAND GP.,Skade Fm.,0.7450241446,0.7237805724,2.1377375126,101.04260254,0.3942785263,4.2749347687,139.41377258,332.59994507,146.99145508
1683.2,HORDALAND GP.,Skade Fm.,0.7442566156,0.7307204604,2.1365408897,103.06996918,0.4003708959,4.0225992203,139.93969727,329.834198,155.9278717
1683.352,HORDALAND GP.,Skade Fm.,0.7468733788,0.72991395,2.1356999874,103.71918488,0.3974917233,3.8452999592,141.11120605,326.39300537,164.86428833
1683.504,HORDALAND GP.,Skade Fm.,0.7437149286,0.7374212742,2.1331088543,103.74835205,0.3879360259,3.7710449696,142.25384521,321.88885498,173.80070496
1683.656,HORDALAND GP.,Skade Fm.,0.7374750376,0.7452641129,2.1268999577,103.45806122,0.376737535,3.5927000046,142.5614624,318.05960083,182.73712158
1683.808,HORDALAND GP.,Skade Fm.,0.736199975,0.7162252665,2.1242976189,102.60560608,0.3763312995,3.5553693771,142.64981079,318.96270752,191.67353821
1683.96,HORDALAND GP.,Skade Fm.,0.7359709144,0.7185000181,2.1180717945,102.13555908,0.3768999875,3.4654026031,142.64749146,321.90667725,200.60995483
1684.112,HORDALAND GP.,Skade Fm.,0.7351729274,0.7193799019,2.1207990646,100.83742523,0.3813844919,3.4960820675,142.64398193,324.59402466,201.98651123
1684.264,HORDALAND GP.,Skade Fm.,0.7346000075,0.722471118,2.1212048531,102.4797287,0.3971397877,3.5905725956,142.6395874,328.15689087,200.66313171
1684.416,HORDALAND GP.,Skade Fm.,0.7349621058,0.7246999741,2.09770751,109.14138794,0.4084999859,3.6789031029,142.63580322,330.59130859,199.3397522
